active,location_id,location_name,location_name_fr,operated_by,operated_by_fr,city,address,address_fr,postal_code,province,latitude,longitude,phu_id,phu,phu_fr,phone,website,monday,tuesday,wednesday,thursday,friday,saturday,sunday,after_hours,appointments,walk_ins,drive_through,children_under_2,accessible,temporarily_closed,pharmacy,community_lab,assessment_centre,email,online_appointments,phone_appointments,symptomatic,general_population,age_threshold,weeks_pregnant,french_language_services,asl_interpretation,first_nations,free_parking,paid_parking,public_transit,additional_information,additional_information_fr
,1117,Wal-Mart Pharmacy,,,,Kemptville,340 Colonnade Drive,,K0G 1J0,ON,45.029005,-75.629159,,"Leeds,Grenville, and Lanark District Health Unit",,,https://www.walmart.ca/en/covid19-vaccinations-centre-info,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,09:00-18:00,09:00-17:00,,Yes,No,,,,,Yes,,,,https://www.walmart.ca/en/covid19-vaccinations-centre-info,Yes,,,,,,,,,,,,
,1118,Wal-Mart Pharmacy,,,,Kitchener,1400 Ottawa Street South,,N2E 4E2,ON,43.416131,-80.519199,,"Region of Waterloo, Public Health",,,https://www.walmart.ca/en/covid19-vaccinations-centre-info,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,,Yes,No,,,,,Yes,,,,https://www.walmart.ca/en/covid19-vaccinations-centre-info,Yes,,,,,,,,,,,,
,1119,Wal-Mart Pharmacy,,,,London,330 Clarke Road,,N5W 6G4,ON,43.001654,-81.17096,,Middlesex-London Health Unit,,,https://www.walmart.ca/en/covid19-vaccinations-centre-info,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,,Yes,No,,,,,Yes,,,,https://www.walmart.ca/en/covid19-vaccinations-centre-info,Yes,,,,,,,,,,,,
,1120,Wal-Mart Pharmacy,,,,London,1280 Fanshawe Park Road West,,N6G 5B1,ON,43.653226,-79.3831843,,Middlesex-London Health Unit,,,https://www.walmart.ca/en/covid19-vaccinations-centre-info,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,,Yes,No,,,,,Yes,,,,https://www.walmart.ca/en/covid19-vaccinations-centre-info,Yes,,,,,,,,,,,,
,1121,Wal-Mart Pharmacy,,,,London,1105 Wellington Road South,,N6E 1V4,ON,42.9327781,-81.2246235,,Middlesex-London Health Unit,,,https://www.walmart.ca/en/covid19-vaccinations-centre-info,07:00-22:00,07:00-22:00,07:00-22:00,07:00-22:00,07:00-22:00,07:00-22:00,07:00-21:00,,Yes,No,,,,,Yes,,,,https://www.walmart.ca/en/covid19-vaccinations-centre-info,Yes,,,,,,,,,,,,
,1122,Wal-Mart Pharmacy,,,,Malton,7333 Goreway Drive,,L4T 2T8,ON,43.721233,-79.639497,,Peel Public Health,,,https://www.walmart.ca/en/covid19-vaccinations-centre-info,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,,Yes,No,,,,,Yes,,,,https://www.walmart.ca/en/covid19-vaccinations-centre-info,Yes,,,,,,,,,,,,
,1123,Wal-Mart Pharmacy,,,,Vaughan,1900 Major Mackenzie Drive,,L6A 4R9,ON,43.859939,-79.502743,,York Region Public Health Services,,,https://www.walmart.ca/en/covid19-vaccinations-centre-info,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,,Yes,No,,,,,Yes,,,,https://www.walmart.ca/en/covid19-vaccinations-centre-info,Yes,,,,,,,,,,,,
,1124,Wal-Mart Pharmacy,,,,Markham,500 Copper Creek Drive,,L6B 0S1,ON,43.8715409540993,-79.21574797427,,York Region Public Health Services,,,https://www.walmart.ca/en/covid19-vaccinations-centre-info,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,,Yes,No,,,,,Yes,,,,https://www.walmart.ca/en/covid19-vaccinations-centre-info,Yes,,,,,,,,,,,,
,1125,Wal-Mart Pharmacy,,,,Mississauga,3155 Argentia Road,,L5N 8E1,ON,43.594261,-79.789056,,Peel Public Health,,,https://www.walmart.ca/en/covid19-vaccinations-centre-info,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,,Yes,No,,,,,Yes,,,,https://www.walmart.ca/en/covid19-vaccinations-centre-info,Yes,,,,,,,,,,,,
,1126,Wal-Mart Pharmacy,,,,Mississauga,2160 Burnhamthorpe Road West,,L5L 5Z5,ON,43.54396,-79.68336,,Peel Public Health,,,https://www.walmart.ca/en/covid19-vaccinations-centre-info,08:00-23:00,08:00-23:00,08:00-23:00,08:00-23:00,08:00-23:00,08:00-23:00,08:00-23:00,,Yes,No,,,,,Yes,,,,https://www.walmart.ca/en/covid19-vaccinations-centre-info,Yes,,,,,,,,,,,,
,1127,Wal-Mart Pharmacy,,,,Mississauga,800 Matheson Boulevard West,,L5V 2N6,ON,43.60721,-79.693787,,Peel Public Health,,,https://www.walmart.ca/en/covid19-vaccinations-centre-info,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,,Yes,No,,,,,Yes,,,,https://www.walmart.ca/en/covid19-vaccinations-centre-info,Yes,,,,,,,,,,,,
,1128,Wal-Mart Pharmacy,,,,Newmarket,1111 Davis Drive,,L3Y 8X2,ON,44.06951,-79.430559,,York Region Public Health Services,,,https://www.walmart.ca/en/covid19-vaccinations-centre-info,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-21:00,,Yes,No,,,,,Yes,,,,https://www.walmart.ca/en/covid19-vaccinations-centre-info,Yes,,,,,,,,,,,,
,1129,Walmart Pharmacy,,,,Oshawa,1300 King Street East,,L1H 8J4,ON,43.907119,-78.816634,,Durham Region Health Department,,,https://www.walmart.ca/en/covid19-vaccinations-centre-info,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,,Yes,No,,,,,Yes,,,,https://www.walmart.ca/en/covid19-vaccinations-centre-info,Yes,,,,,,,,,,,,
,1130,Wal-Mart Pharmacy,,,,Pickering,1899 Brock Road,,L1V 4H7,ON,43.844024,-79.067981,,Durham Region Health Department,,,https://www.walmart.ca/en/covid19-vaccinations-centre-info,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,,Yes,No,,,,,Yes,,,,https://www.walmart.ca/en/covid19-vaccinations-centre-info,Yes,,,,,,,,,,,,
,1131,Wal-Mart Pharmacy,,,,Rockland,3001 Richeliue Street,,K4K 0B5,ON,45.532092,-75.305855,,Eastern Ontario Health Unit,,,https://www.walmart.ca/en/covid19-vaccinations-centre-info,07:00-22:00,07:00-22:00,07:00-22:00,07:00-22:00,07:00-22:00,07:00-22:00,07:00-18:00,,Yes,No,,,,,Yes,,,,https://www.walmart.ca/en/covid19-vaccinations-centre-info,Yes,,,,,,,,,,,,
,1132,Wal-Mart Pharmacy,,,,Stouffville,1050 Hoover Park Drive,,L4A 0K2,ON,43.955009,-79.274923,,York Region Public Health Services,,,https://www.walmart.ca/en/covid19-vaccinations-centre-info,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,,Yes,No,,,,,Yes,,,,https://www.walmart.ca/en/covid19-vaccinations-centre-info,Yes,,,,,,,,,,,,
,1133,Wal-Mart Pharmacy,,,,Strathroy,150 Carroll Street East,,N7G 3H3,ON,42.94897,-81.606545,,Middlesex-London Health Unit,,,https://www.walmart.ca/en/covid19-vaccinations-centre-info,07:00-22:00,07:00-22:00,07:00-22:00,07:00-22:00,07:00-22:00,07:00-22:00,08:00-20:00,,Yes,No,,,,,Yes,,,,https://www.walmart.ca/en/covid19-vaccinations-centre-info,Yes,,,,,,,,,,,,
,1134,Wal-Mart Pharmacy,,,,Thornhill,700 Centre Street,,L4J 0A7,ON,43.811547,-79.45111,,York Region Public Health Services,,,https://www.walmart.ca/en/covid19-vaccinations-centre-info,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,,Yes,No,,,,,Yes,,,,https://www.walmart.ca/en/covid19-vaccinations-centre-info,Yes,,,,,,,,,,,,
,1135,Wal-Mart Pharmacy,,,,Vaughan,3600 Major Mackenzie Drive,,L6A 1S1,ON,43.847181,-79.555496,,York Region Public Health Services,,,https://www.walmart.ca/en/covid19-vaccinations-centre-info,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,,Yes,No,,,,,Yes,,,,https://www.walmart.ca/en/covid19-vaccinations-centre-info,Yes,,,,,,,,,,,,
,1136,Wal-Mart Pharmacy,,,,Whitby,4100 Baldwin Street South,,L1R 3H8,ON,43.9176481,-78.9603699,,Durham Region Health Department,,,https://www.walmart.ca/en/covid19-vaccinations-centre-info,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,,Yes,No,,,,,Yes,,,,https://www.walmart.ca/en/covid19-vaccinations-centre-info,Yes,,,,,,,,,,,,
,1137,Wal-Mart Pharmacy,,,,Markham,5000 Highway 7,,L3R 4M9,ON,43.867494,-79.29095,,York Region Public Health Services,,,https://www.walmart.ca/en/covid19-vaccinations-centre-info,07:00-22:00,07:00-22:00,07:00-22:00,07:00-22:00,07:00-22:00,07:00-22:00,07:00-22:00,,Yes,No,,,,,Yes,,,,https://www.walmart.ca/en/covid19-vaccinations-centre-info,Yes,,,,,,,,,,,,
,1138,Wellness Healthcare Pharmacy,,,,Mississauga,"1170 Burnhamthorpe Road West, Unit 8",,L5C 4E6,ON,43.5690153325828,-79.6625322010599,,Peel Public Health,,905-270-2870,,09:30-19:00,09:30-19:00,09:30-19:00,09:30-19:00,09:30-19:00,09:00-14:00,closed,,Yes,No,,,,,Yes,,,,,Yes,,,,,,,,,,,,
,1139,Loblaw,,,,Bowmanville,2375 Highway 2,,L1C 5A3,ON,43.908421,-78.710874,,Durham Region Health Department,,,www.Loblaws.ca/covid19,08:00-19:00,08:00-19:00,08:00-19:00,08:00-19:00,08:00-19:00,09:00-17:00,10:00-17:00,,Yes,No,,,,,Yes,,,,www.Loblaws.ca/covid19,Yes,,,,,,,,,,,,
,1140,Fortinos,,,,Brampton,55 Mountainash Road,,L6R 1W4,ON,43.760481,-79.72954,,Peel Public Health,,905-793-8813,www.FORTINOS.CA/PHARMACY,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,09:00-18:00,10:00-17:00,,Yes,No,,,,,Yes,,,,www.FORTINOS.CA/PHARMACY,Yes,,,,,,,,,,,,
,1141,Loblaw,,,,Brampton,85 Steeles Avenue West,,L6Y 0K3,ON,43.664266,-79.733719,,Peel Public Health,,905-451-9987,https://erefill.yourhealthmattershere.ca/lcl-erefill-services/home/en_CA/welcome,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,09:00-17:00,10:00-17:00,,Yes,No,,,,,Yes,,,,https://erefill.yourhealthmattershere.ca/lcl-erefill-services/home/en_CA/welcome,Yes,,,,,,,,,,,,
,1142,Zehrs Markets,,,,Kitchener,750 Ottawa Street South,,N2E 1B6,ON,43.4237625,-80.4875189,,"Region of Waterloo, Public Health",,,www.zehrs.ca/COVID19,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,09:00-19:00,09:00-17:00,,Yes,No,,,,,Yes,,,,www.zehrs.ca/COVID19,Yes,,,,,,,,,,,,
,1143,Zehrs Markets,,,,Kitchener,1375 Weber Street East,,N2A 2Y7,ON,43.432146,-80.441102,,"Region of Waterloo, Public Health",,,www.zehrs.ca/COVID19,09:00-19:00,09:00-19:00,09:00-19:00,09:00-19:00,09:00-19:00,09:00-17:00,10:00-16:00,,Yes,No,,,,,Yes,,,,www.zehrs.ca/COVID19,Yes,,,,,,,,,,,,
,1144,Loblaw,,,,Lindsay,400 Kent Street West,,K9V 6K2,ON,44.351216,-78.761592,,"Haliburton, Kawartha, Pine Ridge District Health Unit",,,www.Loblaws.ca/covid19,07:00-19:00,07:00-19:00,07:00-19:00,07:00-19:00,07:00-19:00,08:00-18:00,09:00-18:00,,Yes,No,,,,,Yes,,,,www.Loblaws.ca/covid19,Yes,,,,,,,,,,,,
,1145,No Frills,,,,London,599 Fanshawe Park Road West,,N6G 5B3,ON,43.0201,-81.3096,,Middlesex-London Health Unit,,519-473-4775,https://covid19.nofrills.ca/en,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,09:00-20:00,09:00-17:00,10:00-17:00,,Yes,No,,,,,Yes,,,,https://covid19.nofrills.ca/en,Yes,,,,,,,,,,,,
,1146,No Frills,,,,London,635 Southdale Road East,,N6E 3W6,ON,42.942362,-81.229337,,Middlesex-London Health Unit,,,Nofrills.ca/covid19,09:00-20:00,09:00-20:00,09:00-20:00,09:00-20:00,09:00-20:00,09:00-17:00,10:00-17:00,,Yes,No,,,,,Yes,,,,Nofrills.ca/covid19,Yes,,,,,,,,,,,,
,1147,Loblaw,,,,London,3040 Wonderland Road South,,N6L 1A6,ON,42.938191,-81.278165,,Middlesex-London Health Unit,,,http://loblaws.ca/covid19,09:00-20:00,09:00-20:00,09:00-20:00,09:00-20:00,09:00-20:00,09:00-17:00,10:00-17:00,,Yes,No,,,,,Yes,,,,http://loblaws.ca/covid19,Yes,,,,,,,,,,,,
,1148,Real Canadian Superstore,,,,Oshawa,481 Gibb Street,,L1J 1Z4,ON,43.885085,-78.878065,,Durham Region Health Department,,,realcanadiansuperstore.ca/covid19,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-18:00,08:00-18:00,,Yes,No,,,,,Yes,,,,realcanadiansuperstore.ca/covid19,Yes,,,,,,,,,,,,
,1149,Loblaw,,,,Pickering,1792 Liverpool Road,,L1V 1V9,ON,43.832397,-79.0911602,,Durham Region Health Department,,905 831 6310,http://loblaws.ca/covid19,07:00-19:00,07:00-19:00,07:00-19:00,07:00-19:00,07:00-19:00,09:00-19:00,09:00-18:00,,Yes,No,,,,,Yes,,,,http://loblaws.ca/covid19,Yes,,,,,,,,,,,,
,1150,Loblaw,,,,Richmond Hill,301 High Tech Road,,L4B 4R2,ON,43.843166,-79.4107783,,York Region Public Health Services,,,http://loblaws.ca/covid19,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,09:00-18:00,10:00-18:00,,Yes,No,,,,,Yes,,,,http://loblaws.ca/covid19,Yes,,,,,,,,,,,,
,1151,Your Independent Grocer,,,,Smiths Falls,25 Ferrara Drive,,K7A 5K6,ON,44.892402,-76.02774,,"Leeds,Grenville, and Lanark District Health Unit",,,Yourindependentgrocer.ca/covid19,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-17:00,08:00-17:00,,Yes,No,,,,,Yes,,,,Yourindependentgrocer.ca/covid19,Yes,,,,,,,,,,,,
,1152,Real Canadian Superstore,,,,Strathroy,626 Victoria Street,,N7G 3C1,ON,42.967313,-81.6339041,,Middlesex-London Health Unit,,519-246-1884,realcanadiansuperstore.ca/covid19,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,09:00-18:00,09:00-18:00,,Yes,No,,,,,Yes,,,,realcanadiansuperstore.ca/covid19,Yes,,,,,,,,,,,,
,1153,Real Canadian Superstore,,,,Whitby,200 Taunton Road West,,L1R 3H8,ON,43.915948,-78.962064,,Durham Region Health Department,,905.665.1164,,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,09:00-18:00,09:00-17:00,,Yes,No,,,,,Yes,,,,,Yes,,,,,,,,,,,,
,1154,Shoppers Drug Mart,,,,Pickering,1105 Kingston Road,,L1V 1B5,ON,43.830394,-79.096712,,Durham Region Health Department,,,https://covid-19.shoppersdrugmart.ca/en,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,,Yes,No,,,,,Yes,,,,https://covid-19.shoppersdrugmart.ca/en,Yes,,,,,,,,,,,,
,1155,Shoppers Drug Mart,,,,Almonte,376 Ottawa Street,,K0A 1A0,ON,45.2348132,-76.1854816,,"Leeds,Grenville, and Lanark District Health Unit",,,https://covid-19.shoppersdrugmart.ca/en,09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00,,Yes,No,,,,,Yes,,,,https://covid-19.shoppersdrugmart.ca/en,Yes,,,,,,,,,,,,
,1156,Shoppers Drug Mart,,,,Ajax,1971 Salem Road North,,L1T 0J9,ON,43.897331,-79.030045,,Durham Region Health Department,,,https://covid-19.shoppersdrugmart.ca/en,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,,Yes,No,,,,,Yes,,,,https://covid-19.shoppersdrugmart.ca/en,Yes,,,,,,,,,,,,
,1157,Shoppers Drug Mart,,,,Bobcaygeon,85 Bolton Street,,K0M 1A0,ON,44.536084,-78.544297,,"Haliburton, Kawartha, Pine Ridge District Health Unit",,,https://covid-19.shoppersdrugmart.ca/en,09:00-20:00,09:00-20:00,09:00-20:00,09:00-20:00,09:00-20:00,09:00-18:00,09:00-18:00,,Yes,No,,,,,Yes,,,,https://covid-19.shoppersdrugmart.ca/en,Yes,,,,,,,,,,,,
,1158,Shoppers Drug Mart,,,,Bolton,1 Queensgate Boulevard,,L7E 2X7,ON,43.8695092,-79.722569,,Peel Public Health,,,https://covid-19.shoppersdrugmart.ca/en,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,09:00-00:00,,Yes,No,,,,,Yes,,,,https://covid-19.shoppersdrugmart.ca/en,Yes,,,,,,,,,,,,
,1159,Shoppers Drug Mart,,,,Bowmanville,570 Longworth Avenue,,L1C 0H4,ON,43.930491,-78.690255,,Durham Region Health Department,,,https://covid-19.shoppersdrugmart.ca/en,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,10:00-22:00,,Yes,No,,,,,Yes,,,,https://covid-19.shoppersdrugmart.ca/en,Yes,,,,,,,,,,,,
,1160,Shoppers Drug Mart,,,,Brampton,180 Sandalwood Parkway,,L6Z 1Y4,ON,43.727638,-79.795968,,Peel Public Health,,,https://covid-19.shoppersdrugmart.ca/en,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,09:00-22:00,10:00-22:00,,Yes,No,,,,,Yes,,,,https://covid-19.shoppersdrugmart.ca/en,Yes,,,,,,,,,,,,
,1161,Shoppers Drug Mart,,,,Dorchester,2300 Dorchester Road,,N0L 1G3,ON,42.98025,-81.05562,,Middlesex-London Health Unit,,,https://covid-19.shoppersdrugmart.ca/en,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,,Yes,No,,,,,Yes,,,,https://covid-19.shoppersdrugmart.ca/en,Yes,,,,,,,,,,,,
,1162,Shoppers Drug Mart,,,,Gananoque,615 King Street East,,K7G 1H4,ON,44.3359637,-76.1514118,,"Leeds,Grenville, and Lanark District Health Unit",,,https://covid-19.shoppersdrugmart.ca/en,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,,Yes,No,,,,,Yes,,,,https://covid-19.shoppersdrugmart.ca/en,Yes,,,,,,,,,,,,
,1163,Shoppers Drug Mart,,,,Grand Bend,65 Main Street East,,N0M 1T0,ON,43.3103114,-81.7511049,,Huron Perth Health Unit,,,https://covid-19.shoppersdrugmart.ca/en,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,,Yes,No,,,,,Yes,,,,https://covid-19.shoppersdrugmart.ca/en,Yes,,,,,,,,,,,,
,1164,Shoppers Drug Mart,,,,Haliburton,186 Highland Street,,K0M 1S0,ON,45.045385,-78.5105,,"Haliburton, Kawartha, Pine Ridge District Health Unit",,,https://covid-19.shoppersdrugmart.ca/en,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,,Yes,No,,,,,Yes,,,,https://covid-19.shoppersdrugmart.ca/en,Yes,,,,,,,,,,,,
,1165,Shoppers Drug Mart,,,,Hamilton,1341 Main Street West,,L8S 1C6,ON,43.2574227,-79.9193508,,Hamilton Public Health Services,,,https://covid-19.shoppersdrugmart.ca/en,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,,Yes,No,,,,,Yes,,,,https://covid-19.shoppersdrugmart.ca/en,Yes,,,,,,,,,,,,
,1166,Shoppers Drug Mart,,,,Hamilton,801 Mohawk Road West,,L9C 6C2,ON,43.233099,-79.9226899,,Hamilton Public Health Services,,,https://covid-19.shoppersdrugmart.ca/en,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,,Yes,No,,,,,Yes,,,,https://covid-19.shoppersdrugmart.ca/en,Yes,,,,,,,,,,,,
,1167,Shoppers Drug Mart,,,,Hamilton,661 Upper James Street,,L9C 5R8,ON,43.2369459,-79.8776952,,Hamilton Public Health Services,,,https://covid-19.shoppersdrugmart.ca/en,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,,Yes,No,,,,,Yes,,,,https://covid-19.shoppersdrugmart.ca/en,Yes,,,,,,,,,,,,
,1168,Shoppers Drug Mart,,,,Kemptville,2727 Country Road 43,,K0G 1J0,ON,45.022783,-75.6519151,,"Leeds,Grenville, and Lanark District Health Unit",,,https://covid-19.shoppersdrugmart.ca/en,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,,Yes,No,,,,,Yes,,,,https://covid-19.shoppersdrugmart.ca/en,Yes,,,,,,,,,,,,
,1169,Shoppers Drug Mart,,,,London,1118 Adelaide Street North,,N5Y 2N5,ON,43.012765,-81.242771,,Middlesex-London Health Unit,,,https://covid-19.shoppersdrugmart.ca/en,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,,Yes,No,,,,,Yes,,,,https://covid-19.shoppersdrugmart.ca/en,Yes,,,,,,,,,,,,
,1170,Shoppers Drug Mart,,,,London,1224 Commissioners Road West,,N6K 1C7,ON,42.958589,-81.330262,,Middlesex-London Health Unit,,,https://covid-19.shoppersdrugmart.ca/en,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,09:00-18:00,10:00-18:00,,Yes,No,,,,,Yes,,,,https://covid-19.shoppersdrugmart.ca/en,Yes,,,,,,,,,,,,
,1171,Shoppers Drug Mart,,,,London,1657 Dundas Street East,,N5W 3C6,ON,43.0004,-81.188835,,Middlesex-London Health Unit,,,https://covid-19.shoppersdrugmart.ca/en,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,10:00-18:00,,Yes,No,,,,,Yes,,,,https://covid-19.shoppersdrugmart.ca/en,Yes,,,,,,,,,,,,
,1172,Shoppers Drug Mart,,,,London,510 Hamilton Road,,N5Z 1S4,ON,42.98059,-81.216185,,Middlesex-London Health Unit,,,https://covid-19.shoppersdrugmart.ca/en,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-17:00,closed,,Yes,No,,,,,Yes,,,,https://covid-19.shoppersdrugmart.ca/en,Yes,,,,,,,,,,,,
,1173,Shoppers Drug Mart,,,,London,1365 Huron Street,,N5V 2E3,ON,43.018642,-81.213462,,Middlesex-London Health Unit,,,https://covid-19.shoppersdrugmart.ca/en,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,,Yes,No,,,,,Yes,,,,https://covid-19.shoppersdrugmart.ca/en,Yes,,,,,,,,,,,,
,1174,Shoppers Drug Mart,,,,London,"1680 Richmond Street North, Unit L104",,N6G 3Y9,ON,43.0249551,-81.2793285,,Middlesex-London Health Unit,,519-663-9370,https://covid-19.shoppersdrugmart.ca/en,09:00-19:00,09:00-19:00,09:00-19:00,09:00-19:00,09:00-19:00,09:00-18:00,10:00-17:00,,Yes,No,,,,,Yes,,,,https://covid-19.shoppersdrugmart.ca/en,Yes,,,,,,,,,,,,
,1175,Shoppers Drug Mart,,,,London,1186 Oxford Street West,,N6H 2N2,ON,42.974887,-81.322149,,Middlesex-London Health Unit,,,https://covid-19.shoppersdrugmart.ca/en,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,,Yes,No,,,,,Yes,,,,https://covid-19.shoppersdrugmart.ca/en,Yes,,,,,,,,,,,,
,1176,Shoppers Drug Mart,,,,London,"431 Richmond Street, Unit 100",,N6A 6E2,ON,42.984487,-81.250324,,Middlesex-London Health Unit,,519-672-7965,https://covid-19.shoppersdrugmart.ca/en,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,10:00-17:00,,Yes,No,,,,,Yes,,,,https://covid-19.shoppersdrugmart.ca/en,Yes,,,,,,,,,,,,
,1177,Shoppers Drug Mart,,,,London,1105 Wellington Road,,N6E 1V4,ON,42.9315866,-81.2246885,,Middlesex-London Health Unit,,,https://covid-19.shoppersdrugmart.ca/en,10:00-19:00,10:00-19:00,10:00-19:00,10:00-19:00,10:00-19:00,10:00-19:00,11:00-17:00,,Yes,No,,,,,Yes,,,,https://covid-19.shoppersdrugmart.ca/en,Yes,,,,,,,,,,,,
,1178,Shoppers Drug Mart,,,,Markham,9255 Woodbine Avenue,,L6C 1Y9,ON,43.869472,-79.36058,,York Region Public Health Services,,,https://covid-19.shoppersdrugmart.ca/en,09:00-20:00,09:00-20:00,09:00-20:00,09:00-20:00,09:00-20:00,09:00-20:00,09:00-20:00,,Yes,No,,,,,Yes,,,,https://covid-19.shoppersdrugmart.ca/en,Yes,,,,,,,,,,,,
,1179,Shoppers Drug Mart,,,,Markham,7700 Markham Road,,L3S 3K5,ON,43.853611,-79.257115,,York Region Public Health Services,,,https://covid-19.shoppersdrugmart.ca/en,09:00-00:00,09:00-00:00,09:00-00:00,09:00-00:00,09:00-00:00,09:00-00:00,09:00-00:00,,Yes,No,,,,,Yes,,,,https://covid-19.shoppersdrugmart.ca/en,Yes,,,,,,,,,,,,
,1180,Shoppers Drug Mart,,,,Mississauga,579A Lakeshore Road East,,L5G 1H9,ON,43.568675,-79.569375,,Peel Public Health,,,https://covid-19.shoppersdrugmart.ca/en,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,09:00-00:00,,Yes,No,,,,,Yes,,,,https://covid-19.shoppersdrugmart.ca/en,Yes,,,,,,,,,,,,
,1181,Shoppers Drug Mart,,,,Mississauga,700 Burnhamthorpe Road East,,L4Y 2X3,ON,43.607774,-79.617734,,Peel Public Health,,905-279-1812,https://covid-19.shoppersdrugmart.ca/en,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,,Yes,No,,,,,Yes,,,,https://covid-19.shoppersdrugmart.ca/en,Yes,,,,,,,,,,,,
